title,description
Python Developer/Data Engineer,"Ajax Systems — розробник і виробник систем безпеки Ajax із можливостями розумного дому. Це понад 70 пристроїв, мобільні та десктопні застосунки, серверна інфраструктура. У лінійці Ajax представлено централі керування із власною RTOS (OS Malevich), датчики руху, відчинення, захисту від затоплення та пожежні датчики, вуличні й домашні сирени, тривожна кнопка з функцією керування приладами, розумні розетки та реле.Ми були маленьким локальним стартапом, а виросли у міжнародну компанію із центральним офісом в Україні. Сьогодні географія Ajax покриває всі континенти. Продукція  продається у у 169 країнах світу і надійно захищає понад 1 800 000 користувачів.Наша компанія — це українська історія успіху, місце неймовірної сили та енергії.Кожного року ми демонструємо кратне зростання як у чисельності команди, так і в кількості користувачів у всьому світі. Виробництво Ajax Systems налічує два заводи, що розташовані в Україні та завод в Туреччині. У нас є три RnD-офіси: у Києві, Вінниці та Львові. За розробку пристроїв у Ajax відповідає RnD-департамент, який складається з чотирьох команд: System, Devices, Automation та QA.Вимоги:- 3+ років професійного досвіду як розробник на Python з акцентом на управління даними та комп'ютерний зір- Глибокі знання Python, з досвідом роботи з CVAT та бібліотеками NumPy, Pandas, OpenCV, Fiftyone- Досвід збору, очищення та попередньої обробки даних- Обізнаність з фреймворками машинного навчання, такими як TensorFlow або PyTorch, як перевага- Володіння Git для контролю версій- Відмінні навички розв'язання проблем, з можливістю швидко вивчати та адаптуватися до нових технологій та викликів- Сильні комунікативні та міжособистісні навички, здатність ефективно працювати в невеликій командіОбов'язки:- Розробляти та підтримувати інструменти та додатки на основі Python для керування наборами даних комп'ютерного зору, включаючи збір даних, організацію та попередню обробку- Співпрацювати з командами різних функціональних напрямів для визначення, проектування та розробки нових вимог до наборів даних, забезпечуючи високу якість та продуктивність- Аналізувати та оптимізувати існуючі набори даних для покращення продуктивності та ефективності моделей- Впроваджувати та підтримувати конвеєри збору даних, забезпечуючи їх цілісність та безпеку.Ми пропонуємо:- Спрацьовану та вмотивовану команду- Свободу приймати рішення та втілювати ідеї- Результат роботи, який можна побачити, можливість впливати на продукт і виробництво- Здорову корпоративну культуру- Оплату профільних курсів, тренінгів, конференцій- Медичне страхування- Гнучкий графік у офісі.Долучайтеся, щоб зробити Made in Ukraine синонімом надійності."
Python Engineer,"Our Client is one of the leading providers of a comprehensive program that enables businesses to secure brand value and thrive commercially. They serve over 5000 clients on five continents!The project we are working on is the largest technology transformation for the Client at the moment. It consists of Engineering and Data Science functions, with 180 people globally, aligned to Trademark Solutions or Online Brand Protection Business Units. Brand Protection has large-scale web crawling and workflow web applications (including browser plugins). The platform is tracking millions of product listings each day and a dataset in excess of 150TB.Required Skills:- Python- Big Data- Data Analytics- Cloud Hosting with AWS- Graph Databases, such as Neo4j- Cassandra & other columnar stores, e.g. BigQuery or RedShiftApache Spark, or similar- Cloud data pipelines, ETL & Data Warehouses, e.g. Airflow- Non-relational databases such as Redis or MongoDB- Containerized and serveries architectural patterns, K8S/EKS & lambdas- Relational databases, such as MySQL and PostgreSQL- Centralized logging such as DataDog or ELK- Source Control and CI/CD systems, such as Git Job Responsibilities:- Modernize and optimize the network analysis system of the Data Platform and Middleware- Design and deliver back-end components for building and analyzing graphs including tracking statistics and versioned changes- Delivery of back-end logic for innovative new features, adapting and evolving to accommodate the needs of the business- Fulfill Continuous Integration, Delivery and Deployment pipelines, Infrastructure as code, and Zero-downtime release processes- Deliver quality code and create full documentation, including flowcharts, layouts, diagrams, charts, code comments, and clear code, for all developed solutions"
Middle Python Software Engineer (Prom.ua),"Prom.ua – найбільший маркетплейс України, де продаються понад 100 млн товарів від десятків тисяч підприємців з усієї країни.На Prom.ua:кожен покупець може знайти все, що потрібно, за найкращою ціною: від зубної щітки до культиватора для саду та городу.кожен підприємець може продавати товари в каталозі маркетплейса, на сайті, створеному на платформі Prom та у мобільному додатку ""Prom покупки"". Prom.ua в цифрах:щодня маркетплейс відвідують 4,8 млн осібна маркетплейсі працюють понад 60 тис. компанійу каталозі 102,5 млн товарівКоманда Moneybox проекту Prom.ua в пошуках Middle Python Software Engineer’aПро команду:3 Python Dev, 2 FrontEnd Dev, 2 iOS Dev, 2 Android Dev, Team Lead, QA Lead, 3 Automation QA, 1 Manual QA, Data Analyst, 2 Product Designer, Product ManagerОсновні напрямки команди:- розробка нового та підтримка поточного функціоналу кошика- інтеграція та підтримка доставок та оплат- замовлення і все, що з ним пов’язано- кабінет покупця (замовлення, гаманець)- акції та промокоди на порталі- бани, антіфрод формТехнічний стек проєкту, що вже використовуємо:Мови програмування: Python 3, JSСервіси: PostgreSQL, Redis, Kafka, ElasticSearch, ClickHouse, MongoDBІнфраструктура: Self-hosted Kubernetes, Openstack.І ще трохи деталей:- Портал prom.ua працює в Kubernetes як сукупність незалежних сервісів. Налагодженні системи логування (kibana), моніторингу (prometheus/grafana), CI/CD (gitlab).- Більша частина сервісів написана на Python 3.10 (синхронний та асинхронний)- Інша частина на NodeJS.- Міжсервісна комунікація налагоджена через gRPC, REST, Kafka.- У якості бази даних використовується PostgreSQL- Для зберігання великих об’ємів даних — ClickHouse. Також MongoDB в основному для файлів (gridfs).- Client side написано на JavaScript. З використанням ReactJS та інших відомих  бібліотек.Для даної ролі важливо:- Від 3 рокiв комерційного досвіду- Розуміння базових алгоритмів та структур даних- Знання Python, не бути заточеним під конкретний фреймворк- Мати досвід web/api розробки, розуміти що таке мікросервісна архітектура та досвід її застосування- Мати досвід асинхронного програмування на Python- Впевнено працювати з базами даних PostgreSQL (або аналогами): транзакції, індекси, оптимізація складних запитів- Розуміти, як розподіляти навантаження між сервісами, як розподіляти дані між сервісами. Як ці дані зберігати та здійснювати до них безперервний доступ.- Деплой та моніторинг організований на базі Kubernetes, Helm, Prometheus, Grafana. Потрібно буде освоїтись із цими технологіями для роботи над проєктом.Наш підхід до процесу розробки:- Технічний борг в нашому проекті один з пріоритетів на який завжди виділяється час- Команда працює за гнучкою методологією, не боїмося підлаштовувати процеси під себе- У кожного розробника є глибоке розуміння всієї системи та інфраструктури, розробка це не тільки про код, але і про особисте зростання та культуру- Ми цінуємо work-life balance- Немає великої кількості мітингівЯк у нас проходить підбір на дану позицію?- Знайомство (тривалість 30 хв)- Технічне інтерв’ю (тривалість 1,5 години). Обговоримо всі важливі питання по стеку, досвіду, завданням.- Фінальне інтерв’ю за необхідністю (тривалість 30 хвилин)"
Senior Appian Developer,"DICEUS is seeking a Middle Appian Developer to join a banking software development team. The successful candidate will work on developing and maintaining our Appian-based software systems to meet the needs of the bank.Responsibilities:Work with business stakeholders to understand their needs and requirements for software systemsDesign, develop, and maintain Appian-based software systems to meet business needsEnsure that software systems are properly tested and debugged before deploymentCollaborate with other developers and software development team members to ensure consistency in development practices and software designWork with project managers to ensure timely delivery of software projectsProvide support to end-users for software systemsStay current with new developments in Appian and other relevant technologiesRequirements:Upper-intermediate spoken EnglishBachelor's degree in computer science, software engineering or a related fieldMinimum of 3 years of experience in Appian developmentSolid understanding of Appian BPM platform and Appian's software development methodologyExperience with Appian SAIL, Process Models, and RecordsKnowledge of other programming languages and technologies such as Java, SQL, and JavaScriptExperience working in a team environment and ability to collaborate with other developers and stakeholdersGood communication skills and ability to work with both technical and non-technical stakeholdersAbility to work under pressure and manage multiple projects simultaneouslyFamiliarity with Agile software development methodologies If you are passionate about software development and have experience in Appian development, we encourage you to apply."
Senior Python Engineer,"We are seeking an experienced Python developer with proficiency in modern python/cloud technologies and preferably experience with ChatGPT, GPT-4, and OpenAI API to assist us in constructing an AI-based chat/voice bot platform. Additionally, we require occasional assistance with presales activities.Technical requirements:- Experience with python3 and any of the popular web frameworks (Django, FastAPI, etc). - Experience with any cloud vendors (AWS, GCP, Azure), AWS or GCP preferable. - Experience with microservice architecture and asynchronous communication. - Experience with NoSQL, and relational databases.Nice to have and other preferences:- Experience with AI technologies like speech-to-text, text-to-speech, and dialog engines.- Experience with ChatGPT, GPT-4, and OpenAI API.The project's technology stack: Python 3, GCP/AWS/Kubernetes, Cassandra, Docker, Kafka/Kinesis. Responsibilities of the position: - Design and implementation. - Consulting on presales.Workload per week - 20 hoursThe team size is approximately 5 engineers Time zone: Kyiv time, Fully remote"
Strong Middle Python Developer,"Python developer МИ НА ТЕБЕ ЧЕКАЄМО😎🔥🙌🏻(можлива віддалена співпраця)По-перше, СЛАВА УКРАЇНІ! 🇺🇦По-друге, СМЕРТЬ ВОРОГАМ! 🇺🇦Привіт, Айтішнік! Двигун української економіки та воїн кібервійськ! 💪Попре всі негаразди МИ ПРАЦЮЄМО заради наших сімей та майбутнього УКРАЇНИ! 🇺🇦Наразі всі наші відділи працюють в повному обсязі віддалено, зі своїх домівок, з-за кордону, з містечок та селищ нашої країни і дуже чекають на повернення в наш затишний офіс в серці Києва ❤️Ми шукаємо, можливо, саме ТЕБЕ, кваліфікованого спеціаліста, який поділятиме наші погляди та йтиме з нами до великих звершень!Ми міжнародна компанія, яка пропонує своїм клієнтам повний комплекс послуг інтернет-маркетинга. Наша команда досвідчених спеціалістів реалізує проекти будь-якої складності, допомагає компаніям просувати свої бренди і продукти в сучасному цифровому середовищі. На даний час ми підтримуємо 17 продуктів популярних в Євросоюзі.ПРОПОНУЄМО:🔥 Конкурентну заробітну плату, яка зростає разом з твоїми скілами та результатами;🔥 Роботу з ТОПовими брендами, можливо ти навіть не мріяв працювати з цими компаніями, які вже є нашими партнерами;🔥 Можливість віддаленої/офісної/гібридної роботи. Ми розвиваємо працівників всередині компанії та розраховуємо на довгострокове співробітництво, маємо можливість надати релокейт в країни Евросоюзу;🔥 КОРПОРАТиви та ТІМБІЛДІНГи.🔥 Спортзал/страхування здоров’я/навчальні курси від 6 місяців співпраці;Всі бонуси, які надавала компанія, такі як спортзал, страхування, корпоративи, навчальні курси, все що об'єднує колектив та мотивує, буде обов’язково відновлено після перемоги!НАМ ВАЖЛИВО:⚡️ 1. Базові конструкції Python⚡️2. Основні концепції ООП⚡️3. Базові знання мережного програмування (моделі TCP/IP, розуміння http запитів)⚡️4. Досвід роботи з базами даних SQL & NoSQL (знання SQL, ОRM)⚡️5. Глибоке розуміння потоків та асинхронних методів програмування, та їх особливостей у python⚡️6. Базові знання адміністрування Unix систем⚡️7. Впевнені знання git⚡️8. Досвід конфігрування nginx, та інших веб серверів⚡️9. Базові знання js, html⚡️8. Досвід розробки та проектування апі (REST, GraphQL протоколи)⚡️9. Досвід роботи з telegram api/бібліотеками (aiogram, telethonn)⚡️10. Розуміння концепту чистого коду⚡️11. Досвід написання коду слідуючи KISS, SOLID, TDD, DI⚡️12. Базові знання кібербезпеки та криптографії⚡️13. Розуміння складності алгоритму та знання основних алгоритмів⚡️14. Впевнене знання патернів програмування⚡️15. Docker, Docker Compose, Kubernetes⚡️16. Досвід роботи з reverse engeneering, та тестуванням навантаження, postman etc.⚡️17. Знання найбільш загальних концептів ФП (атомарність, чисті функції тощо)⚡️18. Досвід розробки мікросервісних програм (RabbitMQ, Apache Kafka)💪 Бібліотеки:selenium, bs4, sqlalchemy, aiogram, requestsНаша модель — збільшувати свободу співробітника разом з нашим ростом, а не обмежувати її, продовжувати залучати та надихати іновативних людей, щоб мати більше шансів на сталий успіх.Якщо наші погляди співпадають — дійте!😎🤟Зв’язатися з нашим рекрутером Олею:"
Python Back-End Engineer,"Hello, all!For our new client, Neolithics SD Solutions is looking for a Senior Back-End Engineer excited about developing state-of-the-art high-performance ML products.Neolithics is a startup that provides applications for fresh produce traders, distributors, and processors including packing houses and distribution centres. Its team is dedicated to advancing fresh produce's supply chain, reducing food waste, and providing consistent quality for consumers.What will you do with us?Develop hybrid (on-prem/cloud) systems that support industrial-scale Big Data + ML applications that serve Neolithics’ customers around the globe.What hard skills do we need?- B.Sc. in Computer Science from a leading university.- 8+ years of experience in Object-Oriented development in an industrial environment.- 5+ years of experience in Python programming.- 5+ years of experience with backend development.- 3+ years of experience with DBs: Redis, Postgres, Elastic, etc.- Experience with modern CI/CD including advanced deployment methods.- Experience with modern logging, metrics, and tracing tools.As advantage:- M.Sc. in Computer Science.- Familiarity with cloud computing: AWS/GCP/Azure- Experience with data pipelines: ingestion, storage, and processing of big data.- Experience with the productization of ML models at an industrial scale.- Experience with distributed computing platforms for high-scale systems and massive amounts of data (Kubernetes preferred).- Familiarity with Nvidia tools and devices: Jetson, Deepstream, TensorRT.What soft skills do we appreciate?- Excellent teamwork skills, effectiveness both in independent and collaborative work.- Ability to learn and use new technologies.- Ability to understand complex distributed systems and to know your way around them.- Ability and passion for driving large software systems, both vertically and horizontally."
Senior Python Developer,"DescriptionCiklum is looking for a Senior Python Developer to join our team full-time in Ukraine.We are a leading global product engineering and digital services company that unites 4000+ seasoned professionals globally on various projects in healthcare, fintech, travel, sportswear, entertainment, and security. Ciklum delivers high-impact technology solutions to Fortune 500 and fast-growing organizations worldwide. About the role:As a Senior Python Developer, become a part of a cross-functional development team working for the Guardicore. Our excellent team is responsible for developing products and internal tools to allow Guardicore to release faster and scale in the number of customers. We design, develop, maintain and deploy our internal-products to serve a wide range of needs. It’s a team of experts working with cutting edge technologies like K8s (and other Container technologies), Linux, Windows, Python3, MongoDB, Postgres, Influx, Jenkins, AWS, GCP, Azure, CircleCI, and more. It’s a team with a wide tech-stack that is facing the core challenges of our business today and still has a fun and friendly atmosphere.We are looking for a Python Developer to join our growing team. This is an excellent opportunity to develop yourself professionally and personally by joining a hell-of- a-ride!About the Project:At Guardicore (now Akamai!), we’re changing how organizations protect their data centers and clouds from advanced threats – and that starts with our people. Our team has some of the most talented experts in the field. We’re always looking for new people to challenge us, inspire us, and make us better.We solve a few of the most complex technological problems out there and build the market’s most comprehensive Data Centers cybersecurity solution. SCmagazine described Guardicore as a “5 stars, no Weaknesses product”. We work in small teams to allow each to make a real impact on our future product.ResponsibilitiesDesign, develop, maintain and deploy our internal-products to serve a wide range of needsDevelop products to allow faster-release and scale in the number of customersManage integrations with the biggest cloud providers in the marketImprove production reliability and maintainabilityRequirementsAt least 5 years of experience in Software developmentBasic knowledge of networking and routingExcellent troubleshooting and problem-solving skillsExperience with cloud architectures such as GCP or AWSExperience with docker technologiesDesirableB.Sc in computer science or related degreeWhat's in it for youCare: your mental and physical health is our priority. We ensure comprehensive company-paid medical insurance, Mental Health programs, as well as financial and legal consultationsTailored education path: boost your skills and knowledge with our regular internal events (meetups, conferences, workshops), Udemy licence, language courses and company-paid certificationsGrowth environment: share your experience and level up your expertise with a community of skilled professionals, locally and globallyFlexibility: choose how you want to work – a 100% remote or on-sight in our offices. Own your schedule – you are the one to decide when to start your working day. Just don’t miss your regular team stand-upOpportunities: we value our specialists and always find the best options for them. Our Internal Mobility Program helps change a project if needed to help you grow, excel professionally and fulfill your potentialGlobal impact: work on large-scale projects that redefine industries with international and fast-growing clientsWelcoming environment: feel empowered with a friendly team, open-door policy, informal atmosphere within the company and regular team-building eventsAbout us:Discover the pros of 20-year global experience! Join one of the largest IT companies in Ukraine, awarded as one of the top 10 employers in Ukraine by Forbes.Boost your skills and make a difference with cutting-edge projects, skilled colleagues and the latest tech stacks. Be bold, not bored! Interested already? We would love to get to know you! Submit your application. We can’t wait to see you at Ciklum."
Python Developer,"Responsibilities: • Responsible for the development of software applications, API’s, and other client integrations.• Work within Amazon Web Services (AWS) environment to implement business applications andprocesses to support our products, services, and client delivery.• Provide recommendations for development of business processes and software applications.• Work within the Data Solutions team to create business and technical specifications for new processes,revisions to existing processes, including building Level of Effort (LOE) estimates and development timelines.• Work with our AWS Platform Architects on revisions and enhancements to our AWS Cloud Architecture tosupport business needs and application development.• Develop, Implement, and Support repeatable and templated business processes that facilitate theOperations and Data Solutions teams to perform data file processing functionality.• Engage with and work seamlessly with external resources as needed to support business processes andapplication development.• Create a Development Team strategy and roadmap to support planned growth.Qualifications• Technical Degree or equivalent related to software development and network management.• 5+ years of experience including hands-on application development, implementation, and support.• Experience working with and developing business processes within Cloud based architectures such asAWS, Azure.• AWS Certification is a plus.• Experience developing and managing SQL and No-SQL databases is a plus.• Proficiency and Experience developing software using Python, SQL, JASON, LINUX, PERL and other currentlyused languages.• Development team leader or other skills necessary to create a Development Team strategy and one-to-three-year roadmap that supports AWI’s business growth.• Excellent communication skills to work throughout the company and with Clients.• Ability to learn and adapt quickly to an ever changing environment."
Senior Software Engineer (DataDiscovery),"Привіт! До команди MEGOGO шукаємо розробника з досвідом взаємодії з різноманітними джерелами даних, об'єднанням їх в єдиний інформаційний потік, придатний для подальшої обробки з використанням різних методів машинного навчання. Приєднавшись до нас, ти будеш мати можливість впливати на формування персоналізованого користувацького досвіду на найбільшій медіаплатформі України.Ми шукаємо кандидата, який:Має 5+ років досвіду комерційної розробки на Python та Go.Володіє впевненими знаннями теорії реляційних баз даних та має досвід роботи з великими обсягами даних в MySQL/PostgreSQL.Має досвід роботи з MongoDB або аналогічними документ-орієнтованими базами даних.Має досвід роботи з Aerospike або аналогічними key-value базами даних.Має досвід практичної експлуатації Big Data стеку: Hadoop, Hive, Kafka, Spark, Cassandra.Має досвід розробки з використанням Apache Spark.Має досвід роботи з інфраструктурою (k8s, terraform).Вміє будувати production-ready data pipelines.Буде плюсом, якщо ти також маєш:Досвід роботи з AWS.Досвід роботи з аналітичними базами даних: Druid, Clickhouse.Навички розробки в Docker/Kubernetes оточенні.Досвід створення продуктів з використанням машинного навчання.Задачі: Розробка і підтримка API нових високонавантажених продуктів. Участь в розробці рішень з машинного навчання та штучного інтелекту.Розробка архітектури та вибір технічних рішеньПропонуємо:Реалізацію своїх навичок та ідей для вирішення цікавих практичних завдань.Справді складні виклики, великі обсяги даних, багато трафіку та відповідальності.Адекватний менеджмент та відкрита до ефективних рішень команда. Роботу в стабільній компанії, що вже понад 10 років на ринку. Безкоштовні уроки англійської мови.Заняття з плавання, а також уроки настольного тенісу.Корпоративного психолога.Для співробітників компанії знижки від брендів партнерів.Відповідаючи на вакансію і надіславши своє резюме в Компанію (ТОВ «МЕГОГО»), зареєстровану й діючу відповідно до законодавства України, реєстраційний номер 38347009, адреса: Україна, 01011, місто Київ, вул.Рибальська, будинок 22 (далі «Компанія»), ви підтверджуєте та погоджуєтеся з тим, що Компанія обробляє ваші особисті дані, представлені у вашому резюме, відповідно до Закону України «Про захист персональних даних» та правил GDPR."
Middle/Senior Python/Go Engineer,"Our client - social news aggregation, content rating, and discussion website, very popular in the USA and all over the worldRequirements:🚀 4+ years of commercial experience in backend development🚀 Professional with Go or very skilled with Python and willing to learn Go and use it professionally.🚀 Experience with FE or willingness to work with it.🚀 Experience with client APIs development🚀 Excellent communication skills. Ability to collaborate effectively with teams in a fully remote environment and discuss complex topics with technical and non-technical audiences🚀 Ability to own the feature/task to deliver the high-quality work result on time, or push the code through the review process if necessary.Overlap time requirements - working till 7 pm CETWorking conditions and benefits:🔸Paid vacation, sick leave (without sickness list)🔸Official state holidays — 11 days considered as a public holidays🔸Professional growth while attending challenging projects and possibility to switch your role, master new technologies and skills with company support🔸Flexible working schedule: 8 hours per day, 40 hours per week. It additionally depends on the project operational hours. Work on weekends or overtimes is only upon request of the customer, is paid in addition🔸Personal Career Development Plan (CDP)🔸Employee support program (Discount, Care, Heals, Legal compensation)🔸Paid external training, conferences, and professional certification that meets company’s business goals🔸Internal workshops & seminars🔸Corporate library (Paper/E-books) and internal English classes"
Senior Python Developer,"We are looking for a Senior Python Developer (m/f/d) EU only!Objective / Purpose of role:Within the Lead in Data IT team you would be responsible for developing and supporting Python based Virtual Curves which are located within our client's data analytics platform and used across the client's trading business.Competencies Required (technical skills, knowledge):Profound knowledge in Python as well as detailed knowledge on the available libraries (especially Pandas)Knowledge or experience working with Databricks and/or Jupyter notebooksUnderstands database structures and knowledge of database languages (e.g. MS SQL)Would be beneficial to have knowledge of market data, the end-to-end trading-lifecycle and physical / financial products (commodity trading)Understands data modelling, data warehousing and/or testing methods and applies them independentlyAdditional Skills / Experience Required:Knowledge in Agile software development would be an advantage (e.g. Scrum, Kanban)Working knowledge of SPARKWould be desirable to have knowledge on cloud related architectures, services and languagesPassionate about writing clean, understandable and modular codeBeing able to speak English fluently"
Mid-Senior Python developer,"We're looking for a Python developer for our customer. Thecloud storage service that lets save files online and sync them to devices.Requirements:- 5+ years of professional software development experience- Backend Engineers with SW Eng experience- Knowledge of production, distributed systems, compiler environments- Collaboration skills- Ability to translate requirements into specific tasks- Experience building and owning large-scale, multithreaded, geographically distributed backend systems and services- Highly skilled at developing and debugging in python-  Upper-intermediate level of EnglishResponsibilities:- Work with services/APIs and back-end teams to ensure that UI dependencies are communicated, understood, tested, and delivered- Microservices implementation- Troubleshooting and fixing the code bugs- Coordination and communication within the team.We offer:- Professional and personal growth.- Competitive compensation depending on experience and skills.- Compensation for sick leaves and regular vacations.- Flexible work hours (8-hour workday), remote."
Middle Python Developer,"WHAT WE ARE LOOKING FORWe are seeking a highly skilled mid-level Python Developer with 3 to 4 years of experience in Python development. The ideal candidate will have experience creating public APIs for third-party integrations, as well as working with Amazon Managed Services (AMS). The candidate should be a self-starter who is capable of working independently as well as in a team environment. The successful candidate will be responsible for developing and maintaining our company's Python applications.ABOUT THE COMPANYWe are building a home for friend-to-friend betting. We will make betting a more social and healthier experience by building a platform that lets groups of mates, societies, and sports clubs play prediction games, sweepstakes, and drafts against each other.Millions of sports fans enjoy making predictions and placing bets against each other during sports events (of the 13.6 million bettors in the UK, 45% also have 'offline' bets against their mates), however often these bets or games are very manual in the way through spreadsheets and cash manually exchanged, often leaving a lot of admin and games dying out.We are building a platform that lets you:• Create your own prediction game across multiple sports.• Manages all the admin of running the game for you so you can concentrate on enjoying thesport.• Support your sports club or good cause by donating a % of the prize pot from your league.Ultimately, we believe we are a challenger to traditional betting companies as players will get more of a buzz from beating their mates and have more social interaction about sporting events, however, this will be in a controlled manner they are held accountable by their mates and can't chase losses against a faceless bookmakers app.KEY RESPONSIBILITIES• Develop and maintain Python applications.• Design, develop, and deploy public APIs for third-party integrations.• Develop documentation for APIs and other software projects.• Collaborate with cross-functional teams to identify and prioritize software features and fixes.• Write clean, scalable, and maintainable code.• Participate in code reviews, debugging, and troubleshooting to maintain code quality.• Develop test cases and automated tests to ensure high code coverage.• Stay up to date with the latest trends and technologies in Python development. MINIMUM REQUIREMENTS• 3 to 4 years of experience in Python development• Experience creating public APIs for third-party integrations.• Strong knowledge of Python and its libraries• Experience with web frameworks such as Django or Flask• Experience with SQL databases such as MySQL or PostgreSQL• Experience with version control systems such as Git• Experience developing documentation for APIs and other software projects.• Strong problem-solving skills and attention to detail• Strong communication skills and ability to work collaboratively in a team environment.• Bachelor’s degree in computer science, Engineering, or a related fieldNICE TO HAVE• Familiarity with cloud platforms such as AWS• Experience with containerization technologies such as Docker and Kubernetes• Experience with data processing technologies such as Apache SparkPERSON SPECIFICATION• Enjoys coaching junior developers on the team.• Adept at liaising with product owner/manager, external stakeholders• Takes ownership of tasks• Efficient with good time management skills• Excellent communication skills (English)• Product development/ project management knowledge• Excellent estimation skills• Committed and willing to grow with the business"
Junior Python Developer (Scraping) for AI Software Product,"Simporter's AI-driven software automates new product research for Fortune 500s in FMCG and Fashion. Product company with a super friendly, young team, challenging tasks, awesome clients. We are looking for a Junior Python Developer to join our team and improve our product.Simporter is about 35 people working fully remote in Ukraine, USA and Brazil, with clients like Colgate, Danone, and JTI. Our software recommends new products to launch, forecasts sales for new products, and monitors social feedback to each product.Responsibilities:— Creating custom scrapers for a range of sources— Automating scraping processes and storage— Cleaning and processing data gathered from different sourcesRequirements:— 1+ years of experience with Python— Experience with Scrapy framework— Web scraping experience, especially with automating scraping process— Experience with SQL and NoSQL databases— Ability to communicate in English on technical topicsAs a plus:— Understanding of the TCP, HTTP protocols and RESTful APIs— Experience with ElasticSearch, RabbitMQ, Airflow— Experience with GoogleCloud or other platformsWorth knowing:— Super friendly, young team of professionals who are interested in your career growth— Enjoyable + challenging— Free English Classes— 15 vacation days per year (+ all national holidays)— Competitive salary based on the results of the interview— Awesome clients— Fully remote"
Python Developer,"S-PRO is a custom software development company that is focused on the creation of tailor-made innovative products from the idea stage. We mostly work with early-stage startups and medium running businesses.Our solutions help businesses to become more efficient and cost-effective.We’re looking for an initiative and experienced Python Developer to join our team! The position will include building productYou will work on:The product that specializes in battery energy storage and building the future energy system. The leading data analysis platform provides valuable, unique market insights to help energy companies build, finance, and operate the energy system of the future. Its mission is to transform the energy industry through the transparency of data and accelerate the energy transition by enabling companies to make better data-backed decisions.Our projects' backend is written in Python (Django) and the frontend is written in React.js, Next.js.As a Back-end Developer you have the opportunity to work on interesting and challenging tasks, using a wide variety of instruments and technologies.About the team:You will be a part of the long-term product team that is responsible for defining features and stories and the way of accomplishing its mission (technical requirements), building new features, and ensuring its quality and performance.As a part of the team, you will be able to collaborate and gather experiences from our Team Leader who has been working on the project for several years and can scrutinize all the details during the onboarding.Team composition: Solution Architect, 4 Business Analysts, 3 Project Managers, 5 Back-end Developers, 5 Front-end Developers, 3 QA Engineers, Mobile Developer.Your responsibilities:- Create readable and well-structured code, using best code practices, patterns and principles.- Implement features, according to the ticket description.- Cover code with unit-tests.- Cooperate with your team.- Share your expertise in technical discussions, suggest improvements.So, if you want to take part in developing the platform that helps build the future energy system, you need experience with:- Python 3- Django, DRF- Docker, Docker-Compose- PostgreSQL- Airflow - Celery for asynchronous task queues (with Redis/RabbitMQ/etc)- Sanic- Django Channels- PandasWhat we offer- Long team focus: we create an environment of transparent communication, minimal bureaucracy, which leads to long-term relationships. Average term of work in the company is 24 months.- Development of niche expertise: we are working in several niches, such as, FinTech, healthcare, and logistics. Therefore, our employees can develop their own expertise in these domains.- Continuous learning: we create employee development plans / personal roadmaps /quick promotion process. The Learning and Development department implements on-the-job training. We have a knowledge base for team members, which is a virtual space with lots of videos of seminars, purchased lectures by external speakers, as well as documents describing work processes.- Internal career development: 80% of our current executives were promoted to those positions within S-PRO. We encourage initiative. If a person wants to set new challenges and grow, we will definitely support them.Benefits and perks- Flexible schedule: you can start the workday at any time from 8 to 11 in the morning.- Hybrid work model: decide for yourself where you want to work: from our stylish and comfortable offices, your cozy home, or anywhere else.- Medical insurance: all our employees who have passed the probationary period are now registered in our health insurance program.- Paid vacations: so, we need to make sure that our employees regularly take vacations and don’t overwork.- Regular salary reviews: - Compensation for external training: we encourage the desire of specialists to develop by paying 50% of the cost of professional courses and conferences. And if someone successfully completes a course and receives a certificate, they may receive 100% compensation.Stages of communication:- 1-hour general conversation with a Recruitment Partner.- 1-hour technical interview with Tech Lead.Do not hesitate and send your CV!"
